|description|coarse_grained_pos|fine_grained_pos
698| A dog walking along a canal and his reflection is on the water .|DET NOUN VERB ADP DET NOUN CCONJ PRON NOUN AUX ADP DET NOUN PUNCT|DT NN VBG IN DT NN CC PRP$ NN VBZ IN DT NN .
699| Two people , one seated and one standing , in front of a graffiti painting .|NUM NOUN PUNCT NUM VERB CCONJ NUM NOUN PUNCT ADP NOUN ADP DET NOUN NOUN PUNCT|CD NNS , CD VBN CC CD NN , IN NN IN DT NN NN .
700| A man with a hand injury is walking with a cane in a park .|DET NOUN ADP DET NOUN NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN IN DT NN NN VBZ VBG IN DT NN IN DT NN .
701| A young woman holds up a fish she caught .|DET ADJ NOUN VERB ADP DET NOUN PRON VERB PUNCT|DT JJ NN VBZ RP DT NN PRP VBD .
702| A man sitting at a food and drink kiosk .|DET NOUN VERB ADP DET NOUN CCONJ VERB NOUN PUNCT|DT NN VBG IN DT NN CC VB NN .
703| Two spanish men in white karate garb sparring in a competition .|NUM ADJ NOUN ADP ADJ NOUN NOUN VERB ADP DET NOUN PUNCT|CD JJ NNS IN JJ NN NNS VBG IN DT NN .
704| A boy in his backyard grilling for his family .|DET NOUN ADP PRON NOUN VERB ADP PRON NOUN PUNCT|DT NN IN PRP$ NN VBG IN PRP$ NN .
705| A baby crawls at a playground .|DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBZ IN DT NN .
706| Two older people talk in a group of people .|NUM ADJ NOUN VERB ADP DET NOUN ADP NOUN PUNCT|CD JJR NNS VBP IN DT NN IN NNS .
707| Woman facing curtained window and glass cleaner while holding a paper towel .|NOUN VERB VERB NOUN CCONJ NOUN ADJ SCONJ VERB DET NOUN NOUN PUNCT|NN VBG VBN NN CC NN JJR IN VBG DT NN NN .
708| A kayaker almost turns over .|DET NOUN ADV VERB ADP PUNCT|DT NN RB VBZ RP .
709| A man looks out of a window while holding an acoustic guitar .|DET NOUN VERB ADP ADP DET NOUN SCONJ VERB DET ADJ NOUN PUNCT|DT NN VBZ IN IN DT NN IN VBG DT JJ NN .
710| Woman walking in crosswalk near a busy street .|NOUN VERB ADP NOUN ADP DET ADJ NOUN PUNCT|NN VBG IN NN IN DT JJ NN .
711| Someone wearing rubber gloves cleans dishes in a metal sink .|PRON VERB NOUN NOUN VERB NOUN ADP DET NOUN NOUN PUNCT|NN VBG NN NNS VBZ NNS IN DT NN NN .
712| A man holds a young , sick child .|DET NOUN VERB DET ADJ PUNCT ADJ NOUN PUNCT|DT NN VBZ DT JJ , JJ NN .
713| Three boys climb on a slide|NUM NOUN VERB ADP DET NOUN|CD NNS VBP IN DT NN
714| I man is riding a 3 wheeled pedal bike and is airborne .|PRON NOUN AUX VERB DET NUM ADJ NOUN NOUN CCONJ AUX ADJ PUNCT|PRP NN VBZ VBG DT CD JJ NN NN CC VBZ JJ .
715| Two Asian girls ride bike on dirty street .|NUM ADJ NOUN VERB NOUN ADP ADJ NOUN PUNCT|CD JJ NNS VBP NN IN JJ NN .
716| a dog walks across the sand .|DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBZ IN DT NN .
717| A solo shot of a man riding a four wheeler in an atv event .|DET ADJ NOUN ADP DET NOUN VERB DET NUM NOUN ADP DET NOUN NOUN PUNCT|DT JJ NN IN DT NN VBG DT CD NN IN DT NN NN .
718| A man stands next to a lady with a dog hat .|DET NOUN VERB ADV ADP DET NOUN ADP DET NOUN NOUN PUNCT|DT NN VBZ RB IN DT NN IN DT NN NN .
719| A brown dog with a tennis ball its mouth rolling on its back on a grassy surface .|DET ADJ NOUN ADP DET NOUN VERB PRON NOUN VERB ADP PRON NOUN ADP DET ADJ NOUN PUNCT|DT JJ NN IN DT NN VBP PRP$ NN VBG IN PRP$ NN IN DT JJ NN .
720| There is a fellow in this photo taking a practice swing on a golf course .|PRON VERB DET NOUN ADP DET NOUN VERB DET NOUN NOUN ADP DET NOUN NOUN PUNCT|EX VBZ DT NN IN DT NN VBG DT NN NN IN DT NN NN .
721| A smiling child wearing a hat and sunglasses sits in a car .|DET VERB NOUN VERB DET NOUN CCONJ NOUN VERB ADP DET NOUN PUNCT|DT VBG NN VBG DT NN CC NNS VBZ IN DT NN .
722| A man and a woman walk past a poster of a screaming soccer player .|DET NOUN CCONJ DET NOUN VERB ADP DET NOUN ADP DET VERB NOUN NOUN PUNCT|DT NN CC DT NN VBP IN DT NN IN DT VBG NN NN .
723| There is a girl with pigtails sitting in front of a rainbow painting .|PRON VERB DET NOUN ADP NOUN VERB ADP NOUN ADP DET NOUN NOUN PUNCT|EX VBZ DT NN IN NNS VBG IN NN IN DT NN NN .
724| Several dancers in candy cane dresses dancing .|ADJ NOUN ADP NOUN ADJ NOUN VERB PUNCT|JJ NNS IN NN JJ NNS VBG .
725| A little girl climbing the stairs to her playhouse .|DET ADJ NOUN VERB DET NOUN ADP PRON NOUN PUNCT|DT JJ NN VBG DT NNS IN PRP$ NN .
726| A musician who is performing a show on stage is accepting a gift from a female fan .|DET NOUN PRON AUX VERB DET NOUN ADP NOUN AUX VERB DET NOUN ADP DET ADJ NOUN PUNCT|DT NN WP VBZ VBG DT NN IN NN VBZ VBG DT NN IN DT JJ NN .
727| A group of people gathered around a brick building that has three men on top of it .|DET NOUN ADP NOUN VERB ADP DET NOUN NOUN PRON VERB NUM NOUN ADP NOUN ADP PRON PUNCT|DT NN IN NNS VBD IN DT NN NN WDT VBZ CD NNS IN NN IN PRP .
728| People trackside at a subway station by a train .|NOUN VERB ADP DET NOUN NOUN ADP DET NOUN PUNCT|NNS VBP IN DT NN NN IN DT NN .
729| The children are playing basketball indoors .|DET NOUN AUX VERB NOUN NOUN PUNCT|DT NNS VBP VBG NN NNS .
730| A man is parallel in the air , trying to kick the soccer ball past the goalie .|DET NOUN AUX ADJ ADP DET NOUN PUNCT VERB PART VERB DET NOUN NOUN ADP DET NOUN PUNCT|DT NN VBZ JJ IN DT NN , VBG TO VB DT NN NN IN DT NN .
731| A man is falling into waves .|DET NOUN AUX VERB ADP NOUN PUNCT|DT NN VBZ VBG IN NNS .
732| A news cast team works in front of the camera .|DET NOUN NOUN NOUN VERB ADP NOUN ADP DET NOUN PUNCT|DT NN NN NN VBZ IN NN IN DT NN .
733| Girl in black and white top and black leggings jumping on trampoline .|NOUN ADP ADJ CCONJ ADJ ADJ CCONJ ADJ NOUN VERB ADP NOUN PUNCT|NN IN JJ CC JJ JJ CC JJ NNS VBG IN NN .
734| A collage of stop-action surfing pictures .|DET NOUN ADP VERB NOUN NOUN NOUN PUNCT|DT NN IN VB NN NN NNS .
735| Two men playing guitar in front of a large audience .|NUM NOUN VERB NOUN ADP NOUN ADP DET ADJ NOUN PUNCT|CD NNS VBG NN IN NN IN DT JJ NN .
736| A man with black hair sits in a restaurant with a glass of beer .|DET NOUN ADP ADJ NOUN VERB ADP DET NOUN ADP DET NOUN ADP NOUN PUNCT|DT NN IN JJ NN VBZ IN DT NN IN DT NN IN NN .
737| Two little boys ask for change in traffic .|NUM ADJ NOUN VERB ADP NOUN ADP NOUN PUNCT|CD JJ NNS VBP IN NN IN NN .
738| A woman opening a gift around her friends .|DET NOUN VERB DET NOUN ADP PRON NOUN PUNCT|DT NN VBG DT NN IN PRP$ NNS .
739| A mother and child having a picnic on a big rock with blue utensils .|DET NOUN CCONJ NOUN VERB DET NOUN ADP DET ADJ NOUN ADP ADJ NOUN PUNCT|DT NN CC NN VBG DT NN IN DT JJ NN IN JJ NNS .
740| Two boys are standing on sand next to an overturned chair .|NUM NOUN AUX VERB ADP NOUN ADV ADP DET ADJ NOUN PUNCT|CD NNS VBP VBG IN NN RB IN DT JJ NN .
741| Woman holds up a flag during a protest .|NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|NN VBZ RP DT NN IN DT NN .
742| A large group of people dancing in a club .|DET ADJ NOUN ADP NOUN VERB ADP DET NOUN PUNCT|DT JJ NN IN NNS VBG IN DT NN .
743| A woman in a green tank top getting her makeup applied .|DET NOUN ADP DET ADJ NOUN NOUN VERB PRON NOUN VERB PUNCT|DT NN IN DT JJ NN NN VBG PRP$ NN VBN .
744| He is rock climbing .|PRON AUX NOUN NOUN PUNCT|PRP VBZ NN NN .
745| The Christmas-themed section of a store , populated by a handful of shoppers .|DET PROPN ADJ NOUN ADP DET NOUN PUNCT VERB ADP DET NOUN ADP NOUN PUNCT|DT NNP JJ NN IN DT NN , VBN IN DT NN IN NNS .
746| A woman with black hair is holding a purse .|DET NOUN ADP ADJ NOUN AUX VERB DET NOUN PUNCT|DT NN IN JJ NN VBZ VBG DT NN .
747| Man riding skateboard down the road in a wooded area .|NOUN VERB ADV ADP DET NOUN ADP DET ADJ NOUN PUNCT|NN VBG RB IN DT NN IN DT JJ NN .
748| Kids play in the rushing water around them .|NOUN VERB ADP DET VERB NOUN ADP PRON PUNCT|NNS VBP IN DT VBG NN IN PRP .
749| An older man digs up sand while a younger girl watches him .|DET ADJ NOUN VERB ADP NOUN SCONJ DET ADJ NOUN VERB PRON PUNCT|DT JJR NN VBZ RP NN IN DT JJR NN VBZ PRP .
750| Two children in a kitchen saluting a man .|NUM NOUN ADP DET NOUN VERB DET NOUN PUNCT|CD NNS IN DT NN VBG DT NN .
751| A boy in white shorts stands on a rusty tower .|DET NOUN ADP ADJ NOUN VERB ADP DET ADJ NOUN PUNCT|DT NN IN JJ NNS VBZ IN DT JJ NN .
752| A farmer gives a tour of his farm to local families|DET NOUN VERB DET NOUN ADP PRON NOUN ADP ADJ NOUN|DT NN VBZ DT NN IN PRP$ NN IN JJ NNS
753| A woman standing on a rock and a man standing there and talking to her .|DET NOUN VERB ADP DET NOUN CCONJ DET NOUN VERB ADV CCONJ VERB ADP PRON PUNCT|DT NN VBG IN DT NN CC DT NN VBG RB CC VBG IN PRP .
754| A barber shop with yellow window trim is very busy .|DET NOUN NOUN ADP ADJ NOUN NOUN AUX ADV ADJ PUNCT|DT NN NN IN JJ NN NN VBZ RB JJ .
755| Four children and a man viewing an armadillo on a grassy slope with trees in the background .|NUM NOUN CCONJ DET NOUN VERB DET NOUN ADP DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT|CD NNS CC DT NN VBG DT NN IN DT JJ NN IN NNS IN DT NN .
756| A young boy slides down a yellow water slide .|DET ADJ NOUN VERB ADP DET ADJ NOUN NOUN PUNCT|DT JJ NN VBZ RP DT JJ NN NN .
757| A man is carrying a hook .|DET NOUN AUX VERB DET NOUN PUNCT|DT NN VBZ VBG DT NN .
758| A woman is reading while stirring with her foot on a ledge .|DET NOUN AUX VERB SCONJ VERB ADP PRON NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG IN VBG IN PRP$ NN IN DT NN .
759| A person sitting on a rock beside a waterfall .|DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBG IN DT NN IN DT NN .
760| A man is sitting playing the tambourine with a trumpet in his lap .|DET NOUN AUX VERB VERB DET NOUN ADP DET NOUN ADP PRON NOUN PUNCT|DT NN VBZ VBG VBG DT NN IN DT NN IN PRP$ NN .
761| Sparks fly as a man in a protective mask , works on rusty metals .|NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT VERB ADP ADJ NOUN PUNCT|NNS VBP IN DT NN IN DT JJ NN , VBZ IN JJ NNS .
762| A person is riding a bicycle with a red wall in the background .|DET NOUN AUX VERB DET NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG DT NN IN DT JJ NN IN DT NN .
763| A man in blue is using a tool on a metal piece of fence .|DET NOUN ADP PROPN AUX VERB DET NOUN ADP DET NOUN NOUN ADP NOUN PUNCT|DT NN IN NNP VBZ VBG DT NN IN DT NN NN IN NN .
764| Two old women walk in the rain with black and red umbrellas .|NUM ADJ NOUN VERB ADP DET NOUN ADP ADJ CCONJ ADJ NOUN PUNCT|CD JJ NNS VBP IN DT NN IN JJ CC JJ NNS .
765| A man wearing a black sweatshirt poses for a picture in a parking lot .|DET NOUN VERB DET ADJ NOUN VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT|DT NN VBG DT JJ NN VBZ IN DT NN IN DT NN NN .
766| A man is riding on top of a bull|DET NOUN AUX VERB ADP NOUN ADP DET NOUN|DT NN VBZ VBG IN NN IN DT NN
767| A bronze-skinned woman walks a pedestrian path in a form fitting dress .|DET NOUN VERB NOUN VERB DET NOUN NOUN ADP DET NOUN ADJ NOUN PUNCT|DT NN VBN NN VBZ DT NN NN IN DT NN JJ NN .
768| A man in black is juggling 3 flamed bottles .|DET NOUN ADP NOUN AUX VERB NUM VERB NOUN PUNCT|DT NN IN NN VBZ VBG CD VBN NNS .
769| A young boy plays in the water fountain .|DET ADJ NOUN VERB ADP DET NOUN NOUN PUNCT|DT JJ NN VBZ IN DT NN NN .
770| A man in a beret looks out the window of a vehicle .|DET NOUN ADP DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN IN DT NN VBZ RP DT NN IN DT NN .
771| A young blond-haired female jumps gracefully into the sandpit|DET ADJ ADJ ADJ ADJ NOUN ADV ADP DET NOUN|DT JJ JJ JJ JJ NNS RB IN DT NN
772| Some friends are hanging out sitting on a wall .|DET NOUN AUX VERB ADP VERB ADP DET NOUN PUNCT|DT NNS VBP VBG RP VBG IN DT NN .
773| a chile in a pink jacket on a woman shoulders .|DET NOUN ADP DET ADJ NOUN ADP DET NOUN NOUN PUNCT|DT NN IN DT JJ NN IN DT NN NNS .
774| A man with a safety vest is kneeling down and cleaning the bricks .|DET NOUN ADP DET NOUN NOUN AUX VERB ADP CCONJ VERB DET NOUN PUNCT|DT NN IN DT NN NN VBZ VBG RP CC VBG DT NNS .
775| An old man with gray hair wearing a scarf and black jacket .|DET ADJ NOUN ADP ADJ NOUN VERB DET NOUN CCONJ ADJ NOUN PUNCT|DT JJ NN IN JJ NN VBG DT NN CC JJ NN .
776| A woman looking at jewlery at a booth at an outdoor fair .|DET NOUN VERB ADP NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT|DT NN VBG IN NN IN DT NN IN DT JJ NN .
777| A man bends down low as he rides his craft through the blue waters .|DET NOUN VERB ADP ADV SCONJ PRON VERB PRON NOUN ADP DET ADJ NOUN PUNCT|DT NN VBZ RP RB IN PRP VBZ PRP$ NN IN DT JJ NNS .
778| A priest with a bushy beard eating fast food .|DET NOUN ADP DET ADJ NOUN VERB ADJ NOUN PUNCT|DT NN IN DT JJ NN VBG JJ NN .
779| Two dogs sit in front of a man dressed in native American attire .|NUM NOUN VERB ADP NOUN ADP DET NOUN VERB ADP ADJ ADJ NOUN PUNCT|CD NNS VBP IN NN IN DT NN VBN IN JJ JJ NN .
780| A child jumping on a tennis court .|DET NOUN VERB ADP DET NOUN NOUN PUNCT|DT NN VBG IN DT NN NN .
781| Constructions workers starting the day .|NOUN NOUN VERB DET NOUN PUNCT|NNS NNS VBG DT NN .
782| Kids are playing over the street .|NOUN AUX VERB ADP DET NOUN PUNCT|NNS VBP VBG IN DT NN .
783| Two men standing on a corner , one is smoking .|NUM NOUN VERB ADP DET NOUN PUNCT PRON AUX VERB PUNCT|CD NNS VBG IN DT NN , PRP VBZ VBG .
784| Children playing in a river .|NOUN VERB ADP DET NOUN PUNCT|NNS VBG IN DT NN .
785| A woman in a coat uses a cellphone .|DET NOUN ADP DET NOUN VERB DET NOUN PUNCT|DT NN IN DT NN VBZ DT NN .
786| Street performers dance and play music during a parade .|NOUN NOUN VERB CCONJ VERB NOUN ADP DET NOUN PUNCT|NN NNS VBP CC VB NN IN DT NN .
787| These men are resurfacing the wall in the subway .|DET NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT|DT NNS VBP VBG DT NN IN DT NN .
788| A group of men holding papers up as they look towards a empty cannon .|DET NOUN ADP NOUN VERB NOUN ADP SCONJ PRON VERB ADP DET ADJ NOUN PUNCT|DT NN IN NNS VBG NNS RP IN PRP VBP IN DT JJ NN .
789| A young boy is making steaks on a barbecue .|DET ADJ NOUN AUX VERB NOUN ADP DET NOUN PUNCT|DT JJ NN VBZ VBG NNS IN DT NN .
790| Pan handler stands on his head to get attention in front of orange and white traffic barriers|ADJ NOUN VERB ADP PRON NOUN PART VERB NOUN ADP NOUN ADP ADJ CCONJ ADJ NOUN NOUN|JJ NN VBZ IN PRP$ NN TO VB NN IN NN IN JJ CC JJ NN NNS
791| Two men are standing against a brick wall , one is one a cellphone .|NUM NOUN AUX VERB ADP DET NOUN NOUN PUNCT NUM AUX NUM DET NOUN PUNCT|CD NNS VBP VBG IN DT NN NN , CD VBZ CD DT NN .
792| A woman in a red shirt is walking by a fence with graffiti on it .|DET NOUN ADP DET ADJ NOUN AUX VERB ADP DET NOUN ADP PROPN ADP PRON PUNCT|DT NN IN DT JJ NN VBZ VBG IN DT NN IN NNP IN PRP .
793| Persons are taking care of some animal .|NOUN AUX VERB NOUN ADP DET NOUN PUNCT|NNS VBP VBG NN IN DT NN .
794| A well dressed man with glasses working with an open piano .|DET ADV VERB NOUN ADP NOUN VERB ADP DET ADJ NOUN PUNCT|DT RB VBN NN IN NNS VBG IN DT JJ NN .
795| A construction worker working on a bridge .|DET NOUN NOUN VERB ADP DET NOUN PUNCT|DT NN NN VBG IN DT NN .
796| a woman in a red coat is on the skiing .|DET NOUN ADP DET ADJ NOUN AUX ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBZ IN DT NN .
797| A group of people are holding presents in a room with a Christmas tree .|DET NOUN ADP NOUN AUX VERB NOUN ADP DET NOUN ADP DET PROPN NOUN PUNCT|DT NN IN NNS VBP VBG NNS IN DT NN IN DT NNP NN .
798| A dog is running through an obstacle course in front of a group of people .|DET NOUN AUX VERB ADP DET NOUN NOUN ADP NOUN ADP DET NOUN ADP NOUN PUNCT|DT NN VBZ VBG IN DT NN NN IN NN IN DT NN IN NNS .
799| The baseball player wearing blue is throwing the ball .|DET NOUN NOUN VERB NOUN AUX VERB DET NOUN PUNCT|DT NN NN VBG NN VBZ VBG DT NN .
800| A group of people of asian descent watch a street performer in a wooded park area .|DET NOUN ADP NOUN ADP PROPN PROPN VERB DET NOUN NOUN ADP DET VERB NOUN NOUN PUNCT|DT NN IN NNS IN NNP NNP VBP DT NN NN IN DT VBN NN NN .
801| Man and woman standing next to a hang glider with mountains in the background .|NOUN CCONJ NOUN VERB ADV ADP DET NOUN NOUN ADP NOUN ADP DET NOUN PUNCT|NN CC NN VBG RB IN DT NN NN IN NNS IN DT NN .
802| An elderly man and woman observe a wooden contraption with a tube .|DET ADJ NOUN CCONJ NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT|DT JJ NN CC NN VBP DT JJ NN IN DT NN .
803| A man named Josh answers the phone wearing a baseball cap and a blue button down shirt .|DET NOUN VERB PROPN VERB DET NOUN VERB DET NOUN NOUN CCONJ DET ADJ NOUN ADP NOUN PUNCT|DT NN VBN NNP VBZ DT NN VBG DT NN NN CC DT JJ NN IN NN .
804| The football player prepares to kick the ball .|DET NOUN NOUN VERB PART VERB DET NOUN PUNCT|DT NN NN VBZ TO VB DT NN .
805| A girl with long hair wearing an Obama t-shirt .|DET NOUN ADP ADJ NOUN VERB DET PROPN NOUN NOUN PUNCT|DT NN IN JJ NN VBG DT NNP NN NN .
806| Woman in sunglasses with a man leaning on her bare shoulder .|NOUN ADP NOUN ADP DET NOUN VERB ADP PRON ADJ NOUN PUNCT|NN IN NNS IN DT NN VBG IN PRP$ JJ NN .
807| Several children playing in a ball pit .|ADJ NOUN VERB ADP DET NOUN NOUN PUNCT|JJ NNS VBG IN DT NN NN .
808| An obese woman holding a chili dog in her right hand .|DET ADJ NOUN VERB DET ADJ NOUN ADP PRON ADJ NOUN PUNCT|DT JJ NN VBG DT JJ NN IN PRP$ JJ NN .
809| A child in a field .|DET NOUN ADP DET NOUN PUNCT|DT NN IN DT NN .
810| A fireman going under the red rope .|DET NOUN VERB ADP DET ADJ NOUN PUNCT|DT NN VBG IN DT JJ NN .
811| A black and white dog jumps in the snow .|DET ADJ CCONJ ADJ NOUN VERB ADP DET NOUN PUNCT|DT JJ CC JJ NN VBZ IN DT NN .
812| A boy plays with sparklers at night .|DET NOUN VERB ADP NOUN ADP NOUN PUNCT|DT NN VBZ IN NNS IN NN .
813| Two men discussing something over a beer .|NUM NOUN VERB PRON ADP DET NOUN PUNCT|CD NNS VBG NN IN DT NN .
814| A man is barbecuing hotdogs and hamburger patties on a large grill .|DET NOUN AUX VERB NOUN CCONJ NOUN NOUN ADP DET ADJ NOUN PUNCT|DT NN VBZ VBG NNS CC NN NNS IN DT JJ NN .
815| A man dressed as a clown is blowing bubbles .|DET NOUN VERB ADP DET NOUN AUX VERB NOUN PUNCT|DT NN VBN IN DT NN VBZ VBG NNS .
816| Eight children are playing badminton in a gym .|NUM NOUN AUX VERB NOUN ADP DET NOUN PUNCT|CD NNS VBP VBG NN IN DT NN .
817| A boy in his pajamas getting ready to play something on his guitar .|DET NOUN ADP PRON NOUN VERB ADJ PART VERB PRON ADP PRON NOUN PUNCT|DT NN IN PRP$ NNS VBG JJ TO VB NN IN PRP$ NN .
818| A group of football players try to tackle another player .|DET NOUN ADP NOUN NOUN VERB PART VERB DET NOUN PUNCT|DT NN IN NN NNS VBP TO VB DT NN .
819| An older man is seen carrying a basket of what some kind of paper over his shoulder .|DET ADJ NOUN AUX VERB VERB DET NOUN ADP PRON DET NOUN ADP NOUN ADP PRON NOUN PUNCT|DT JJR NN VBZ VBN VBG DT NN IN WP DT NN IN NN IN PRP$ NN .
820| A choir and an orchestra performing a musical piece in some kind of theater hall .|DET NOUN CCONJ DET NOUN VERB DET ADJ NOUN ADP DET NOUN ADP NOUN NOUN PUNCT|DT NN CC DT NN VBG DT JJ NN IN DT NN IN NN NN .
821| Two players battle for the ball in field hockey .|NUM NOUN NOUN ADP DET NOUN ADP NOUN NOUN PUNCT|CD NNS NN IN DT NN IN NN NN .
822| A girl wearing a yellow shirt and sunglasses smiles .|DET NOUN VERB DET ADJ NOUN CCONJ NOUN NOUN PUNCT|DT NN VBG DT JJ NN CC NNS NNS .
823| A young man in a white t-shirt is looking at the photographer .|DET ADJ NOUN ADP DET PROPN PROPN NOUN AUX VERB ADP DET NOUN PUNCT|DT JJ NN IN DT NNP NNP NN VBZ VBG IN DT NN .
824| A woman is sitting on the ground in front of a stone structure , knitting .|DET NOUN AUX VERB ADP DET NOUN ADP NOUN ADP DET NOUN NOUN PUNCT NOUN PUNCT|DT NN VBZ VBG IN DT NN IN NN IN DT NN NN , NN .
825| A woman bringing a birthday cake to another woman with a glass of wine .|DET NOUN VERB DET NOUN NOUN ADP DET NOUN ADP DET NOUN ADP NOUN PUNCT|DT NN VBG DT NN NN IN DT NN IN DT NN IN NN .
826| The lady in blue is jogging while the guy in the purple shirt is riding a bike .|DET NOUN ADP PROPN AUX VERB SCONJ DET NOUN ADP DET ADJ NOUN AUX VERB DET NOUN PUNCT|DT NN IN NNP VBZ VBG IN DT NN IN DT JJ NN VBZ VBG DT NN .
827| Man is standing next to the railing with beautiful clouds in the background .|NOUN AUX VERB ADV ADP DET NOUN ADP ADJ NOUN ADP DET NOUN PUNCT|NN VBZ VBG RB IN DT NN IN JJ NNS IN DT NN .
828| A black woman in a pink bikini is sitting on a towel on a lounge chair .|DET ADJ NOUN ADP DET ADJ NOUN AUX VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT|DT JJ NN IN DT JJ NN VBZ VBG IN DT NN IN DT NN NN .
829| A blond woman stands behind a microphone .|DET ADJ NOUN VERB ADP DET NOUN PUNCT|DT JJ NN VBZ IN DT NN .
830| A cowboy lassoing a horse .|DET NOUN VERB DET NOUN PUNCT|DT NN VBG DT NN .
831| Men wearing wetsuits and swim fins carry instruments while marching in a parade .|NOUN VERB NOUN CCONJ ADJ NOUN VERB NOUN SCONJ VERB ADP DET NOUN PUNCT|NNS VBG NNS CC JJ NNS VBP NNS IN VBG IN DT NN .
832| A man is looking over a small cliff .|DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT|DT NN VBZ VBG IN DT JJ NN .
833| Several uniformed men carrying flags and guns are leading a parade contingent along a small town street .|ADJ ADJ NOUN VERB NOUN CCONJ NOUN AUX VERB DET NOUN NOUN ADP DET ADJ NOUN NOUN PUNCT|JJ JJ NNS VBG NNS CC NNS VBP VBG DT NN NN IN DT JJ NN NN .
834| A small girl gives a kiss to a tan dog .|DET ADJ NOUN VERB DET NOUN ADP DET PROPN NOUN PUNCT|DT JJ NN VBZ DT NN IN DT NNP NN .
835| Men and women walking down a sidewalk .|NOUN CCONJ NOUN VERB ADP DET NOUN PUNCT|NNS CC NNS VBG IN DT NN .
836| A man sitting on the floor with a puppy .|DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBG IN DT NN IN DT NN .
