|description|black_index
1368|A young man with gold short shorts and a black top is walking in a parade .|9
1369|A hot air balloon is filled with twelve different people , all wearing black , blue red or white .|13
1370|A black woman works in a field .|1
1371|A very excited man with a black jacket and jeans raising his arms into the air with a bright light shining on his face .|6
1372|A man standing on the street in a black jacket near a Glasgow trashcan .|8
1373|A blond man in a black shirt and shorts sitting at a table eating with a glass of wine .|5
1374|A woman in a black shirt has a tattoo on her leg .|4
1375|Lady in black , flowered dress , balancing water bowl on head .|2
1376|Men in black and yellow uniforms looking up and an elderly woman with a bicycle behind them .|2
1377|A man in a white shirt playing a black and white guitar .|8
1378|A black person tends to the farmland with animals to sow seeds .|1
1379|Children eat at a long table with black chairs .|7
1380|A black man with gray hair , a white shirt , and blue trousers is sleeping .|1
1381|The black dog is catching a ball , while the white one watches .|1
1382|A man in a orange vest and black pants works on tracks in a city .|7
1383|Man wearing a black hat with a christmas theme .|3
1384|An older man wearing a black jacket standing outside .|5
1385|A woman in a black and white shirt standing by a water fountain .|4
1386|A man with black hair sits in a restaurant with a glass of beer .|3
1387|Male guitar player on stage in a black shirt .|7
1388|A blond woman sitting on a curb at night while a man with a black shirt stands over her and checks his phone .|14
1389|A black dog and a goose swim in the water .|1
1390|A woman in a black dress plays an acoustic guitar and a man in a gray suit plays a violin guitar .|4
1391|Female wearing black shorts standing on street sidewalk awaiting changing of light so that she can cross in the walkway .|2
1392|A blond woman in a black shirt waits for the train .|5
1393|"Man with hard hat in black jacket stands near a green trailer that says "" CHINA SHIPPING "" in a construction zone ."|5
1394|A black and brown dog with a red ball overhead plays in the grass .|1
1395|A car with white smoke trailing behind it on a black topped surface .|10
1396|A woman in black looks concerned about something .|3
1397|Two people wearing black leather and carrying bags walk hand-in-hand through a railroad station , their attire adorned by skull imagery .|3
1398|A young boy wearing a black hoodie is holding a fishing pole .|5
1399|A man in a black shirt plays guitar .|4
1400|Man in all black posing in a dancer 's pose , as another person begins to run in front of the scene .|3
1401|A shirtless man in white shorts holds a tennis racket and tennis balls under a black awning .|15
1402|Two men one wearing a black hoodie and jeans and another wearing a white shirt are seated in a classroom and high-fiving each other .|5
1403|A man in a black hooded jacket stands next to a tree and plays a wind instrument .|4
1404|A tourist dressed in black with long red-hair stands at a blue gate ready to take a photo with the camera strapped around her neck .|4
1405|Two black dogs run with a tennis ball across the snowy dirt .|1
1406|A black and white dog following behind some spotted geese .|1
1407|A man in a white button down shirt and black hat sits on board a boat .|9
1408|A heavier man wearing a blue shirt and black pants walks down the sidewalk of a shopping center .|8
1409|Person sitting in snow on a sidewalk holding small black dog and a husky laying beside him .|9
1410|A black dog follows a group of sheep walking in a field of grass .|1
1411|Two city cops wearing black helmets and neon jackets ride horses across a street .|4
1412|an ice climber in a blue jacket and black pants is scaling a frozen ice wall .|8
1413|An entertainer in a black shirt with a red tie and red suspenders , in Toronto , is playing with fire .|4
1414|A person in a green jacket and black pants lifts a rock .|7
1415|A person in a black backpack biking on a rocky path .|4
1416|A white and black dog is jumping into a pool .|3
1417|Two men with black belts engage in martial arts .|3
1418|a person in jeans and a black coat talks on the phone while walking past a bus stop .|6
1419|A woman in a black tank top and a man in an orange shirt sit their backs to the camera .|4
1420|A black poodle plays in the snow .|1
1421|A brown dog and a black dog in the sand .|5
1422|A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background .|6
1423|A person wearing a red scarf and a black jacket is standing in front of a small roadside shop next to a motorcycle and waving .|8
1424|A woman in a colorful red apron observing another man in a black striped apron as he cracks open a brown egg .|12
1425|A black man and his two white friends are putting their heads close together .|1
1426|A black and white dog is running through a snowy field .|1
1427|A group of men in black coats stand on the sidewalk behind the sign for their organization .|5
1428|The black and white animal is in the grass .|1
1429|a black and white dog trying to bite a stream of water|1
1430|A mother in a blue jacket , and a child in a black jacket , are walking in the snow around trees .|12
1431|This young man is wearing a black cap and gown , and he is holding onto his cap .|6
1432|Two women in long black coats look off in the distance at something .|4
1433|A man in a black shirt enjoying a drink with friends .|4
1434|A clown wearing a red nose and black hat with a powdered white face and an asian man wearing sunglasses rest their hands on their chins .|7
1435|A black and white dog is herding a group of sheep on a dusty road .|1
1436|The black and white dog is in the brown grass with a ball in his mouth .|1
1437|One man kissing another man on the check and both are in white shirts with black vests .|15
1438|A black dog is walking along the side of a pool .|1
1439|The male teenager is breakdancing on the red and black tiled floor .|9
1440|A man in a black jacket is talking with two blond women as they stand near a car in the sunshine .|4
1441|A man in a black t-shirt smiles as he sits in front of a guitar .|4
1442|A man in a black hat walks down the street .|4
1443|A man in blue jeans and a black shirts sits outside among a group of metal chairs and tables .|7
1444|A woman with a black coat and carrying a folded up flag is talking to a man .|4
1445|A black dog and a brown dog playing in tall weeds .|1
1446|The black and brown dog is playing in the yard .|1
1447|A man in black hugging a girl in white with red flowers next to them .|3
1448|Two girls wearing black shirts are singing to an audience lit with blue lights .|3
1449|A military officer dressed in black is playing a french horn .|5
1450|Woman in black dress with red accessories is walking down the street .|2
